Employee Name,Month,Year,Month_Number,Start Date,Tenure_Days,Tenure_Range,Department,Org,Manager,Level distinction,Country
Employee 15,May 2025,2025,5,2021-08-01,1399,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,May 2025,2025,5,2024-04-22,404,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,May 2025,2025,5,2024-04-29,397,1-5 years,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,May 2025,2025,5,2024-06-03,362,6 months-1 year,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,May 2025,2025,5,2024-06-05,360,6 months-1 year,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,May 2025,2025,5,2024-06-10,355,6 months-1 year,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,May 2025,2025,5,2021-08-18,1382,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,May 2025,2025,5,2024-06-24,341,6 months-1 year,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,May 2025,2025,5,2021-08-23,1377,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 178,May 2025,2025,5,2024-09-16,257,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L3 Veteran,India
Employee 185,May 2025,2025,5,2024-09-30,243,6 months-1 year,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 189,May 2025,2025,5,2024-10-15,228,6 months-1 year,Data Product Engineering,R&D,Employee 157,L4 Early,Brazil
Employee 197,May 2025,2025,5,2024-12-02,180,3-6 months,Orion,R&D,Employee 183,L4 Early,Brazil
Employee 199,May 2025,2025,5,2024-12-16,166,3-6 months,Product Security,R&D,Employee 113,L4 Seasoned,United States
Employee 200,May 2025,2025,5,2024-12-16,166,3-6 months,Infrastructure Engineering,R&D,Employee 999,M4 Seasoned,United States
Employee 203,May 2025,2025,5,2025-01-06,145,3-6 months,Product Engineering,R&D,Employee 158,L3 Veteran,Brazil
Employee 206,May 2025,2025,5,2025-01-06,145,3-6 months,Product Engineering,R&D,Employee 41,L3 Veteran,Brazil
Employee 209,May 2025,2025,5,2025-01-21,130,3-6 months,Infrastructure Engineering,R&D,Employee 200,L3 Early,United States
Employee 210,May 2025,2025,5,2025-01-21,130,3-6 months,Product Engineering,R&D,Employee 41,L5 Early,Brazil
Employee 216,May 2025,2025,5,2025-02-03,117,3-6 months,Data Platform Engineering,R&D,Employee 159,L4 Seasoned,Brazil
Employee 228,May 2025,2025,5,2025-03-03,89,1-3 months,Data Product Engineering,R&D,Employee 157,L4 Seasoned,United States
Employee 232,May 2025,2025,5,2025-03-17,75,1-3 months,Data Platform Engineering,R&D,Employee 159,L3 Veteran,Brazil
Employee 235,May 2025,2025,5,2025-03-24,68,1-3 months,Business Operations Automation,R&D,Employee 254,L3 Seasoned,India
Employee 241,May 2025,2025,5,2025-04-01,60,1-3 months,Solutions Engineering,Go-To-Market,Employee 999,M4 Seasoned,United States
Employee 244,May 2025,2025,5,2025-04-07,54,1-3 months,Product Engineering,R&D,Employee 158,L4 Early,Brazil
Employee 245,May 2025,2025,5,2025-04-14,47,1-3 months,Forward Deployed Engineering,R&D,Employee 86,L3 Seasoned,United States
Employee 247,May 2025,2025,5,2025-04-14,47,1-3 months,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 250,May 2025,2025,5,2025-04-21,40,1-3 months,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,United States
Employee 252,May 2025,2025,5,2025-04-28,33,1-3 months,Core Data Ingestion,R&D,Employee 151,L4 Early,Brazil
Employee 265,May 2025,2025,5,2025-05-12,19,1-30 days,Data Product Engineering,R&D,Employee 157,L4 Early,Brazil
Employee 272,May 2025,2025,5,2025-05-27,4,1-30 days,Data Platform Engineering,R&D,Employee 159,L3,United States
Employee 273,May 2025,2025,5,2025-05-27,4,1-30 days,Orion,R&D,Employee 183,L4,Brazil
Employee 278,May 2025,2025,5,2025-05-27,4,1-30 days,Data Product Engineering,R&D,Employee 157,L3,Brazil
Employee 3,May 2025,2025,5,2019-05-20,2203,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,May 2025,2025,5,2022-02-07,1209,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,May 2025,2025,5,2022-04-11,1146,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,May 2025,2025,5,2022-05-03,1124,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,May 2025,2025,5,2022-05-09,1118,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,May 2025,2025,5,2020-01-27,1951,5+ years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,May 2025,2025,5,2022-06-13,1083,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,May 2025,2025,5,2022-06-27,1069,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,May 2025,2025,5,2022-07-05,1061,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,May 2025,2025,5,2022-08-29,1006,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,May 2025,2025,5,2022-08-29,1006,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,May 2025,2025,5,2022-09-19,985,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,May 2025,2025,5,2020-11-30,1643,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,May 2025,2025,5,2022-12-19,894,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,May 2025,2025,5,2022-12-19,894,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,May 2025,2025,5,2023-01-03,879,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,May 2025,2025,5,2023-01-03,879,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,May 2025,2025,5,2023-01-10,872,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,May 2025,2025,5,2023-01-17,865,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,May 2025,2025,5,2023-01-23,859,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,May 2025,2025,5,2023-02-06,845,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,May 2025,2025,5,2023-04-10,782,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,June 2025,2025,6,2021-01-28,1614,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,June 2025,2025,6,2023-07-31,700,1-5 years,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,June 2025,2025,6,2023-10-09,630,1-5 years,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,June 2025,2025,6,2023-10-16,623,1-5 years,Security,R&D,Employee 999,M6 Early,United States
Employee 118,June 2025,2025,6,2023-10-30,609,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 122,June 2025,2025,6,2023-12-04,574,1-5 years,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 1286,June 2025,2025,6,2025-04-14,77,1-3 months,Product Engineering,R&D,Employe 2286,L3 Veteran,Brazil
Employee 137,June 2025,2025,6,2024-01-22,525,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,June 2025,2025,6,2024-03-25,462,1-5 years,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,June 2025,2025,6,2024-04-15,441,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,June 2025,2025,6,2024-04-22,434,1-5 years,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,June 2025,2025,6,2021-08-01,1429,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,June 2025,2025,6,2024-04-22,434,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,June 2025,2025,6,2024-04-29,427,1-5 years,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,June 2025,2025,6,2024-06-03,392,1-5 years,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,June 2025,2025,6,2024-06-05,390,1-5 years,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,June 2025,2025,6,2024-06-10,385,1-5 years,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,June 2025,2025,6,2021-08-18,1412,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,June 2025,2025,6,2024-06-24,371,1-5 years,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,June 2025,2025,6,2021-08-23,1407,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 178,June 2025,2025,6,2024-09-16,287,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L3 Veteran,India
Employee 185,June 2025,2025,6,2024-09-30,273,6 months-1 year,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 189,June 2025,2025,6,2024-10-15,258,6 months-1 year,Data Product Engineering,R&D,Employee 157,L4 Early,Brazil
Employee 197,June 2025,2025,6,2024-12-02,210,6 months-1 year,Orion,R&D,Employee 183,L4 Early,Brazil
Employee 199,June 2025,2025,6,2024-12-16,196,6 months-1 year,Product Security,R&D,Employee 113,L4 Seasoned,United States
Employee 200,June 2025,2025,6,2024-12-16,196,6 months-1 year,Infrastructure Engineering,R&D,Employee 999,M4 Seasoned,United States
Employee 203,June 2025,2025,6,2025-01-06,175,3-6 months,Product Engineering,R&D,Employee 158,L3 Veteran,Brazil
Employee 206,June 2025,2025,6,2025-01-06,175,3-6 months,Product Engineering,R&D,Employee 41,L3 Veteran,Brazil
Employee 209,June 2025,2025,6,2025-01-21,160,3-6 months,Infrastructure Engineering,R&D,Employee 200,L3 Early,United States
Employee 210,June 2025,2025,6,2025-01-21,160,3-6 months,Product Engineering,R&D,Employee 41,L5 Early,Brazil
Employee 216,June 2025,2025,6,2025-02-03,147,3-6 months,Data Platform Engineering,R&D,Employee 159,L4 Seasoned,Brazil
Employee 228,June 2025,2025,6,2025-03-03,119,3-6 months,Data Product Engineering,R&D,Employee 157,L4 Seasoned,United States
Employee 232,June 2025,2025,6,2025-03-17,105,3-6 months,Data Platform Engineering,R&D,Employee 159,L3 Veteran,Brazil
Employee 235,June 2025,2025,6,2025-03-24,98,3-6 months,Business Operations Automation,R&D,Employee 254,L3 Seasoned,India
Employee 241,June 2025,2025,6,2025-04-01,90,1-3 months,Solutions Engineering,Go-To-Market,Employee 999,M4 Seasoned,United States
Employee 244,June 2025,2025,6,2025-04-07,84,1-3 months,Product Engineering,R&D,Employee 158,L4 Early,Brazil
Employee 245,June 2025,2025,6,2025-04-14,77,1-3 months,Forward Deployed Engineering,R&D,Employee 86,L3 Seasoned,United States
Employee 247,June 2025,2025,6,2025-04-14,77,1-3 months,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 250,June 2025,2025,6,2025-04-21,70,1-3 months,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,United States
Employee 252,June 2025,2025,6,2025-04-28,63,1-3 months,Core Data Ingestion,R&D,Employee 151,L4 Early,Brazil
Employee 265,June 2025,2025,6,2025-05-12,49,1-3 months,Data Product Engineering,R&D,Employee 157,L4 Early,Brazil
Employee 272,June 2025,2025,6,2025-05-27,34,1-3 months,Data Platform Engineering,R&D,Employee 159,L3,United States
Employee 273,June 2025,2025,6,2025-05-27,34,1-3 months,Orion,R&D,Employee 183,L4,Brazil
Employee 278,June 2025,2025,6,2025-05-27,34,1-3 months,Data Product Engineering,R&D,Employee 157,L3,Brazil
Employee 282,June 2025,2025,6,2025-06-02,28,1-30 days,Financial Planning and Analysis,Operations,Employee 43,M5,United States
Employee 286,June 2025,2025,6,2025-06-09,21,1-30 days,Core Data Ingestion,R&D,Employee 151,L3,Egypt
Employee 288,June 2025,2025,6,2025-06-09,21,1-30 days,Data Platform Engineering,R&D,Employee 159,L4,United States
Employee 3,June 2025,2025,6,2019-05-20,2233,5+ years,Product Engineering,R&D,Employee 999,L6 Early,United States
Employee 32,June 2025,2025,6,2022-02-07,1239,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Early,Egypt
Employee 40,June 2025,2025,6,2022-04-11,1176,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Veteran,United States
Employee 41,June 2025,2025,6,2022-05-03,1154,1-5 years,Product Engineering,R&D,Employee 999,M4 Veteran,United States
Employee 43,June 2025,2025,6,2022-05-09,1148,1-5 years,Finance,Operations,Employee 999,M6 Seasoned,United States
Employee 5,June 2025,2025,6,2020-01-27,1981,5+ years,Data Engineering,R&D,Employee 999,M5 Veteran,United States
Employee 55,June 2025,2025,6,2022-06-13,1113,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,India
Employee 57,June 2025,2025,6,2022-06-27,1099,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 59,June 2025,2025,6,2022-07-05,1091,1-5 years,Data Product Engineering,R&D,Employee 159,L4 Seasoned,United States
Employee 64,June 2025,2025,6,2022-08-29,1036,1-5 years,Data Platform Engineering,R&D,Employee 159,L3 Seasoned,United States
Employee 66,June 2025,2025,6,2022-08-29,1036,1-5 years,Accounting,Operations,Employee 43,M5 Early,United States
Employee 68,June 2025,2025,6,2022-09-19,1015,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Early,United States
Employee 8,June 2025,2025,6,2020-11-30,1673,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 80,June 2025,2025,6,2022-12-19,924,1-5 years,Accounting,Operations,Employee 66,M3 Veteran,United States
Employee 81,June 2025,2025,6,2022-12-19,924,1-5 years,Data Product Engineering,R&D,Employee 157,L3 Veteran,Egypt
Employee 83,June 2025,2025,6,2023-01-03,909,1-5 years,Orion,R&D,Employee 183,L3 Seasoned,United Kingdom
Employee 85,June 2025,2025,6,2023-01-03,909,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Veteran,United States
Employee 86,June 2025,2025,6,2023-01-10,902,1-5 years,Forward Deployed Engineering,R&D,Employee 999,M4 Early,United States
Employee 87,June 2025,2025,6,2023-01-17,895,1-5 years,Product Security,R&D,Employee 113,L5 Seasoned,Netherlands
Employee 89,June 2025,2025,6,2023-01-23,889,1-5 years,Orion,R&D,Employee 183,L3 Early,Egypt
Employee 91,June 2025,2025,6,2023-02-06,875,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Early,Egypt
Employee 95,June 2025,2025,6,2023-04-10,812,1-5 years,Core Data Ingestion,R&D,Employee 151,L5 Seasoned,United States
Employee 10,July 2025,2025,7,2021-01-28,1645,1-5 years,Data Platform Engineering,R&D,Employee 159,L5 Early,United States
Employee 102,July 2025,2025,7,2023-07-31,731,1-5 years,Product Engineering,R&D,Employee 41,L3 Veteran,India
Employee 110,July 2025,2025,7,2023-10-09,661,1-5 years,Product Engineering,R&D,Employee 158,L3 Veteran,India
Employee 113,July 2025,2025,7,2023-10-16,654,1-5 years,Security,R&D,Employee 999,M6 Early,United States
Employee 118,July 2025,2025,7,2023-10-30,640,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 122,July 2025,2025,7,2023-12-04,605,1-5 years,Product Engineering,R&D,Employee 158,L4 Seasoned,United States
Employee 137,July 2025,2025,7,2024-01-22,556,1-5 years,Infrastructure Engineering,R&D,Employee 200,L4 Veteran,United States
Employee 144,July 2025,2025,7,2024-03-25,493,1-5 years,Forward Deployed Engineering,R&D,Employee 86,L4 Veteran,United States
Employee 146,July 2025,2025,7,2024-04-15,472,1-5 years,Data Platform Engineering,R&D,Employee 159,L4 Early,United States
Employee 149,July 2025,2025,7,2024-04-22,465,1-5 years,Solutions Engineering,Go-To-Market,Employee 241,L4 Seasoned,Italy
Employee 15,July 2025,2025,7,2021-08-01,1460,1-5 years,AI Products,R&D,Employee 183,L4 Veteran,Egypt
Employee 150,July 2025,2025,7,2024-04-22,465,1-5 years,Product Engineering,R&D,Employee 41,L4 Seasoned,United States
Employee 151,July 2025,2025,7,2024-04-29,458,1-5 years,Core Data Ingestion,R&D,Employee 999,M4 Veteran,United States
Employee 157,July 2025,2025,7,2024-06-03,423,1-5 years,Data Product Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 158,July 2025,2025,7,2024-06-05,421,1-5 years,Product Engineering,R&D,Employee 999,M4 Early,Canada
Employee 159,July 2025,2025,7,2024-06-10,416,1-5 years,Data Platform Engineering,R&D,Employee 5,M4 Seasoned,United States
Employee 16,July 2025,2025,7,2021-08-18,1443,1-5 years,Core Data Ingestion,R&D,Employee 151,L4 Seasoned,United States
Employee 160,July 2025,2025,7,2024-06-24,402,1-5 years,Linkability,R&D,Employee 147,L5 Early,United States
Employee 17,July 2025,2025,7,2021-08-23,1438,1-5 years,Data Product Engineering,R&D,Employee 157,L4 Veteran,United States
Employee 178,July 2025,2025,7,2024-09-16,318,6 months-1 year,Core Data Ingestion,R&D,Employee 151,L3 Veteran,India
Employee 185,July 2025,2025,7,2024-09-30,304,6 months-1 year,Infrastructure Engineering,R&D,Employee 200,L4 Seasoned,United States
Employee 189,July 2025,2025,7,2024-10-15,289,6 months-1 year,Data Product Engineering,R&D,Employee 157,L4 Early,Brazil
Employee 197,July 2025,2025,7,2024-12-02,241,6 months-1 year,Orion,R&D,Employee 183,L4 Early,Brazil
Employee 199,July 2025,2025,7,2024-12-16,227,6 months-1 year,Product Security,R&D,Employee 113,L4 Seasoned,United States
Employee 200,July 2025,2025,7,2024-12-16,227,6 months-1 year,Infrastructure Engineering,R&D,Employee 999,M4 Seasoned,United States
Employee 203,July 2025,2025,7,2025-01-06,206,6 months-1 year,Product Engineering,R&D,Employee 158,L3 Veteran,Brazil
Employee 206,July 2025,2025,7,2025-01-06,206,6 months-1 year,Product Engineering,R&D,Employee 41,L3 Veteran,Brazil
Employee 209,July 2025,2025,7,2025-01-21,191,6 months-1 year,Infrastructure Engineering,R&D,Employee 200,L3 Early,United States
Employee 210,July 2025,2025,7,2025-01-21,191,6 months-1 year,Product Engineering,R&D,Employee 41,L5 Early,Brazil
Employee 216,July 2025,2025,7,2025-02-03,178,3-6 months,Data Platform Engineering,R&D,Employee 159,L4 Seasoned,Brazil
Employee 228,July 2025,2025,7,2025-03-03,150,3-6 months,Data Product Engineering,R&D,Employee 157,L4 Seasoned,United States
Employee 232,July 2025,2025,7,2025-03-17,136,3-6 months,Data Platform Engineering,R&D,Employee 159,L3 Veteran,Brazil
Employee 235,July 2025,2025,7,2025-03-24,129,3-6 months,Business Operations Automation,R&D,Employee 254,L3 Seasoned,India
Employee 241,July 2025,2025,7,2025-04-01,121,3-6 months,Solutions Engineering,Go-To-Market,Employee 999,M4 Seasoned,United States
